HOIP entry ID,Khazana ID,Organic cation source,Label,Material class,Geometry class,Organic cation chemical formula,Number of atom types,Total number of atoms,Atom types,Number of each atom,"Bandgap, HSE06 (eV)","Bandgap, GGA (eV)",Kpoint for VBM,Kpoint for CBM,"Dielectric constant, electronic","Dielectric constant, ionic","Dielectric constant, total",Refractive index,Atomization energy (eV/atom),Relative energy1 (eV/atom),Relative energy2 (eV/atom),Volume of the unit cell (A^3),Density (g/cm^3),Tool,Pseudopotential,Note,Created by
0983,2833,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Pb F,5 2  1 3,5.4213,4.0238,"0.2368, 0.5, 0.2368","0, 0.0556, 0.5",3.1122,7.0125,10.1247,1.7641,-4.6043,-0.0705,0.8334,95.92,5.146,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0984,2834,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Pb F,5 2  1 3,5.7065,4.2972,"0.5, 0, 0.5","0.5, 0, 0.5",3.1111,9.1568,12.2679,1.7638,-4.6052,-0.0714,0.8324,94.51,5.2228,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0985,2835,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Pb F,5 2  1 3,4.9116,3.626,"0, 0.5, 0","0.5, 0, 0.5",3.265,12.3455,15.6105,1.8069,-4.5858,-0.0519,0.8519,91.2,5.4123,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0986,2836,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Pb F,5 2  1 3,5.5621,4.0527,"0.5, 0.5, 0.5","0.5, 0, 0.0556",3.0054,8.3295,11.3348,1.7336,-4.5903,-0.0565,0.8474,98.48,5.0122,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0987,2837,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Hydrazinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH2NH3,4,11,H N  Pb F,5 2  1 3,5.7347,4.2101,"0.0714, 0.5, 0.25","0.5, 0, 0.5",3.0693,7.7055,10.7748,1.7519,-4.5883,-0.0545,0.8494,96.23,5.1294,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0988,2838,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Pb F,4 1  1 3,5.7579,4.3054,"0.5, 0.5, 0","0.5, 0.0556, 0.0385",3.0197,8.6313,11.6509,1.7377,-4.5271,-0.225,0.8797,82.59,5.6747,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0989,2839,"T.D.Huan et al., Phys. Rev. B 93,094105(2016)",Ammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),NH4,4,9,H N  Pb F,4 1  1 3,5.8614,4.4565,"0.3846, 0.1875, 0.3333","0, 0.5, 0",3.0744,9.4592,12.5336,1.7534,-4.5125,-0.2103,0.8943,81.27,5.7668,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0990,2840,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,5.9167,4.6128,"0.5, 0.5, 0.5","-0.4375, 0.4286, 0.2857",2.8817,3.9588,6.8405,1.6976,-4.7463,-0.2645,0.2878,144,3.7399,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0991,2841,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,6.1385,4.7496,"0.5, 0.5, 0.5","0.375, -0.375, 0.3571",2.8977,3.081,5.9787,1.7023,-4.7425,-0.2608,0.2915,141.89,3.7955,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0992,2842,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,6.1116,4.7799,"0.5, 0.5, 0.5","0.375, -0.3571, 0.375",2.8523,4.6956,7.5479,1.6889,-4.7474,-0.2657,0.2867,144.94,3.7157,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0993,2843,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,6.0654,4.7049,"0.5, 0.5, 0.5","0.3684, 0.3684, 0.3684",2.8563,12.1166,14.9729,1.6901,-4.7462,-0.2645,0.2878,144.72,3.7213,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0994,2844,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,5.4184,4.0403,"0.5, 0.5, 0","0, 0.1, 0.5",2.8092,4.3397,7.1489,1.6761,-4.7261,-0.2444,0.3079,146.35,3.6799,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0995,2845,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,5.9022,4.5766,"0.1, 0.5, 0.5","0.1, 0, 0.5",2.8051,5.2521,8.0572,1.6748,-4.7366,-0.2549,0.2975,149.75,3.5963,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0996,2846,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,5.844,4.5238,"0.5, 0.5, 0.1","0.4375, -0.05, 0.2",2.7988,5.942,8.7408,1.673,-4.7379,-0.2562,0.2961,150.42,3.5803,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0997,2847,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,5.795,4.4454,"0.5, 0.5, 0.5","0.3125, -0.05, 0.2",2.8457,13.8783,16.724,1.6869,-4.7305,-0.2488,0.3035,147.48,3.6517,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0998,2848,"A. Mancini et al., J. Solid State Chem. 240, 55 (2016)",Trimethylammonium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),(CH3)3NH,5,18,C H N  Pb F,3 10 1  1 3,4.8213,3.4595,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",2.9102,4.0297,6.9398,1.7059,-4.7438,-0.2621,0.2903,144.42,3.7291,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0999,2849,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.5963,4.3427,"0.5, 0.5, 0.5","0.5, -0.25, 0.25",3.0263,5.9798,9.0061,1.7396,-4.8618,-0.2737,0.3477,131.96,4.0558,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1000,2850,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.1784,3.9462,"0.5, 0.5, 0.5","-0.375, 0.3571, 0.5",3.0293,8.4047,11.434,1.7405,-4.8534,-0.2653,0.3561,132.25,4.0469,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1001,2851,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,4.9727,3.5757,"0.5, 0.5, 0.5","-0.3333, 0.2778, 0",2.9093,5.1115,8.0208,1.7057,-4.8438,-0.2557,0.3657,135.97,3.9362,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1002,2852,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,4.7658,3.3606,"0.5, 0.5, 0.5","0, 0.5, 0",2.8956,4.9762,7.8717,1.7016,-4.846,-0.2579,0.3635,136.49,3.9212,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1003,2853,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.4788,4.1425,"0.5, -0.4091, 0.3","0.5, 0.0455, 0.5",2.956,5.8075,8.7634,1.7193,-4.8546,-0.2665,0.3549,132.81,4.0298,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1004,2854,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.7066,4.3619,"0.4375, 0.4545, 0.25","-0.4375, 0, 0.4167",2.9801,5.3698,8.3499,1.7263,-4.8569,-0.2688,0.3526,130.89,4.0889,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1005,2855,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.4208,4.0184,"0.4211, 0.4211, 0","0.0455, 0.5, 0.5",2.9875,6.0847,9.0723,1.7285,-4.8452,-0.2571,0.3643,131.97,4.0555,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1006,2856,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.2741,3.904,"0.5, 0.5, 0.5","0, 0.5, 0",2.9387,4.3954,7.3341,1.7143,-4.8319,-0.2438,0.3776,133.22,4.0174,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1007,2857,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Pb F,3 8 1  1 3,5.4868,4.0999,"0.5, 0.5, 0.5","-0.25, 0.2222, 0",2.8907,4.3822,7.2729,1.7002,-4.8462,-0.2581,0.3633,135.24,3.9574,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1008,2858,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Pb F,3 5 2  1 3,5.1026,3.9393,"-0.3333, 0.4167, 0.3333","0.5, 0, 0.5",3.1899,4.7502,7.9401,1.786,-5.3854,-0.1234,0.5867,131.71,4.202,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1009,2859,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Pb F,3 5 2  1 3,5.278,4.1006,"0, 0.5, 0.5","-0.375, 0.5, 0.1667",3.1782,4.6287,7.8069,1.7828,-5.3805,-0.1185,0.5916,130.98,4.2254,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1010,2860,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Pb F,3 5 2  1 3,4.4664,3.2919,"0.5, 0.5, 0","0.5, 0.5, 0.5",3.1788,5.766,8.9448,1.7829,-5.379,-0.117,0.5932,131.74,4.201,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1011,2861,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Pb F,3 5 2  1 3,4.4501,3.3035,"0, 0.5, 0.5","0.5, 0.5, 0.5",3.1766,6.0111,9.1878,1.7823,-5.3785,-0.1165,0.5937,131.6,4.2055,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1012,2862,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Pb F,3 5 2  1 3,4.8334,3.5992,"0.5, 0.5, 0.5","0, 0, 0",3.1114,5.7576,8.869,1.7639,-5.3815,-0.1195,0.5907,131.11,4.2212,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1013,2863,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Lead Fluoride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Pb F,3 5 2  1 3,4.9651,3.7647,"0.5, 0.5, 0.1","0, 0, 0",3.1042,5.3626,8.4668,1.7619,-5.3755,-0.1135,0.5967,132.26,4.1845,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1014,2864,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,3.561,2.6486,"0.5, 0.5, 0.5","0.5, 0.5, 0.4737",3.5564,9.2665,12.8229,1.8858,-4.4081,0.0128,0.313,202.26,2.9528,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1015,2865,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.6482,3.6294,"0.5, 0.2, 0.5","0.5, 0, 0.1",3.266,6.3549,9.6209,1.8072,-4.3997,0.0212,0.3214,203.56,2.9339,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1016,2866,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.6774,3.6682,"0.5, 0.1667, 0.5","-0.1, 0.0556, 0.5",3.2681,5.9683,9.2363,1.8078,-4.4026,0.0183,0.3185,203.32,2.9374,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1017,2867,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.3797,3.3766,"0.5, -0.2778, 0.3","-0.4286, 0, 0.4",3.3472,8.5636,11.9108,1.8295,-4.4039,0.0169,0.3171,203.99,2.9277,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1018,2868,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.6102,3.5365,"-0.2, -0.3333, 0.1429","0.2, 0, 0.4286",3.0539,6.2057,9.2597,1.7475,-4.392,0.0289,0.3291,212.93,2.8048,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1019,2869,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.1891,3.1356,"0.4375, -0.15, 0.125","0.5, 0, 0",3.4139,11.3099,14.7238,1.8477,-4.398,0.0229,0.3231,195.55,3.0541,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1020,2870,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.3325,3.3189,"0.5, 0.2778, 0.5","0.4286, 0, 0.4",3.3846,8.1246,11.5092,1.8397,-4.3909,0.03,0.3302,198.66,3.0063,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1021,2871,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.4675,3.4288,"-0.375, 0.15, 0.1429","0, 0.5, 0.2143",3.3726,6.5613,9.9339,1.8365,-4.3895,0.0313,0.3315,194.94,3.0637,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1022,2872,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,2.8744,2.0233,"0.5, 0.5, 0","0.5, 0.0556, 0.5",3.3058,10.0013,13.3071,1.8182,-4.3832,0.0377,0.3379,206.66,2.8899,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1023,2873,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Pb Cl,2 8 1  1 3,4.0595,3.0841,"0.5, 0.5, 0.5","0.25, 0, 0.3571",3.324,10.1261,13.4501,1.8232,-4.4019,0.019,0.3192,205.35,2.9083,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1024,2874,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Pb Cl,3 10 1  1 3,4.2491,3.2954,"0.5, 0.5, 0","0.3571, 0.2143, 0.5",3.132,7.1826,10.3147,1.7698,-4.5059,-0.0301,0.2201,232,2.6747,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1025,2875,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Pb Cl,3 10 1  1 3,4.0077,2.9727,"0.5, 0.5, 0","0.3947, 0.3947, 0.3947",3.1225,4.8749,7.9974,1.7671,-4.5121,-0.0363,0.2139,234.85,2.6422,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1026,2876,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Pb Cl,3 10 1  1 3,3.9499,2.8993,"0.5, 0.5, 0","0.3947, 0.3947, 0.3947",3.1392,5.5289,8.6681,1.7718,-4.5123,-0.0365,0.2137,235.01,2.6404,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
1027,2877,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Lead Chloride,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Pb Cl,3 10 1  1 3,3.8444,2.7341,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.4421,8.9006,12.3427,1.8553,-4.5111,-0.0353,0.2148,217.53,2.8526,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
