HOIP entry ID,Khazana ID,Organic cation source,Label,Material class,Geometry class,Organic cation chemical formula,Number of atom types,Total number of atoms,Atom types,Number of each atom,"Bandgap, HSE06 (eV)","Bandgap, GGA (eV)",Kpoint for VBM,Kpoint for CBM,"Dielectric constant, electronic","Dielectric constant, ionic","Dielectric constant, total",Refractive index,Atomization energy (eV/atom),Relative energy1 (eV/atom),Relative energy2 (eV/atom),Volume of the unit cell (A^3),Density (g/cm^3),Tool,Pseudopotential,Note,Created by
0301,2151,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,2.8287,2.0604,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.8118,3.2783,7.09,1.9524,-4.4407,0.1291,0.286,223.84,2.7391,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0302,2152,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,2.9622,2.1701,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.75,4.4692,8.2192,1.9365,-4.4381,0.1317,0.2886,225.39,2.7203,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0303,2153,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,2.8045,1.9935,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.8424,3.6339,7.4763,1.9602,-4.439,0.1308,0.2877,221.81,2.7642,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0304,2154,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.5762,2.5857,"0.5, 0.5, 0.3421","0.5, 0.5, 0",3.4258,2.7479,6.1737,1.8509,-4.4282,0.1416,0.2985,238.03,2.5758,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0305,2155,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.5129,2.5097,"0.5, 0.5, 0.3158","0.5, 0.5, 0",3.551,2.7839,6.3349,1.8844,-4.4297,0.1401,0.297,230.54,2.6595,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0306,2156,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.6031,2.6105,"0.5, 0.5, 0.3158","0.5, 0.5, 0",3.589,4.0119,7.6009,1.8945,-4.4295,0.1403,0.2972,228.82,2.6795,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0307,2157,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,4.0286,3.0625,"-0.1667, 0.1667, 0.5","-0.4167, 0, 0.375",3.7494,5.306,9.0554,1.9363,-4.4254,0.1444,0.3013,220.52,2.7804,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0308,2158,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,4.0976,3.1203,"0.5, 0.2, 0.0714","0.5, 0, 0.5",3.6332,5.3191,8.9523,1.9061,-4.4261,0.1437,0.3006,222.15,2.76,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0309,2159,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,4.1031,3.1261,"0.0833, 0.1818, 0.2","-0.4167, 0, 0.4",3.636,5.5654,9.2014,1.9068,-4.426,0.1438,0.3007,222.1,2.7606,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0310,2160,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.9696,3.0032,"-0.25, 0.25, 0","0.3333, 0, 0.5",3.6102,5.3276,8.9377,1.9,-4.4249,0.1449,0.3018,226.49,2.7071,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0311,2161,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,4.0797,3.103,"0, 0.3333, 0.2857","0.4, 0, 0.4286",3.3643,2.34,5.7042,1.8342,-4.4255,0.1443,0.3012,233.05,2.6309,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0312,2162,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.76,2.8952,"0.5, 0.2, 0.5","0.5, 0.5, 0.5",3.8119,5.7774,9.5892,1.9524,-4.4228,0.147,0.3039,221.22,2.7716,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0313,2163,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.6186,2.7048,"0.2368, 0.5, 0.2368","0, -0.4286, 0.375",3.7653,6.9429,10.7082,1.9405,-4.4215,0.1483,0.3052,222.96,2.7499,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0314,2164,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.8001,2.8716,"0, 0.4167, 0.4375","0, 0.5, 0",3.3616,2.2949,5.6565,1.8335,-4.422,0.1478,0.3047,233.74,2.6231,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0315,2165,"B. Zhou et al., Angew. Chem. Int. Ed. 50, 11441 (2011)",Azetidinium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H6N2,5,16,C H N  Ge Br,3 8 1  1 3,3.893,2.9176,"0.3421, 0.3421, 0.3421","0, 0.3158, 0",3.3401,2.3326,5.6727,1.8276,-4.4164,0.1534,0.3103,234.41,2.6156,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0316,2166,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,2.8815,2.1267,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.6656,3.9946,7.6603,1.9146,-4.8906,0.3505,0.5299,234.46,2.6929,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0317,2167,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.1349,2.3699,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.7107,3.1089,6.8196,1.9263,-4.8911,0.35,0.5293,229.44,2.7518,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0318,2168,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.4004,2.5419,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.614,2.495,6.1091,1.9011,-4.8913,0.3498,0.5291,230.53,2.7388,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0319,2169,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.1627,2.3783,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",3.6928,2.5739,6.2667,1.9217,-4.8938,0.3473,0.5267,227.51,2.7751,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0320,2170,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.8711,3.0315,"0.5, 0.1, 0.5","0.5, 0, 0",3.8204,5.0976,8.918,1.9546,-4.8895,0.3516,0.5309,223.98,2.8188,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0321,2171,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.8201,2.9667,"-0.25, 0.1364, 0.5","0.5, 0.5, 0.5",3.816,4.3495,8.1655,1.9535,-4.8899,0.3512,0.5305,224.18,2.8163,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0322,2172,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.9222,3.0144,"0.5, -0.2, 0.3571","0.5, 0, 0.5",3.8462,34.6217,38.468,1.9612,-4.8873,0.3538,0.5331,220.93,2.8578,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0323,2173,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Imidazolium Germanium Bromide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),C3H5N2,5,14,C H N  Ge Br,3 5 2  1 3,3.8661,2.9814,"0.5, 0.2, 0.3","0.5, 0, 0.5",3.8634,69.1904,73.0538,1.9656,-4.8895,0.3515,0.5309,220.77,2.8598,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0324,2174,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,2.2338,1.5575,"0.5, 0.5, 0","0.5, 0.5, 0.5",4.8318,7.7625,12.5943,2.1981,-4.1591,0.3016,0.3996,260.6,3.1823,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0325,2175,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,2.3398,1.6098,"0.5, 0.5, 0","0.5, 0.5, 0.5",4.6993,4.7726,9.4719,2.1678,-4.1608,0.2999,0.3979,259.98,3.1899,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0326,2176,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.0658,2.2961,"0, 0.1667, 0.5","0.5, 0.0556, 0",4.2928,8.8365,13.1293,2.0719,-4.1509,0.3098,0.4078,259.13,3.2004,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0327,2177,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.0962,2.3172,"0.5, 0.1667, 0.1667","0, 0.0556, 0.5",4.3646,10.1581,14.5227,2.0892,-4.1519,0.3087,0.4068,257.78,3.2172,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0328,2178,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.0953,2.2402,"0.0833, 0, 0.375","-0.4167, 0, 0.375",4.4937,43.8234,48.3171,2.1198,-4.1518,0.3089,0.4069,257.53,3.2203,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0329,2179,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.101,2.3127,"0.0833, -0.1111, 0.4","0.5, 0.0556, 0.1",4.3237,6.5688,10.8925,2.0793,-4.1522,0.3085,0.4065,258.59,3.2071,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0330,2180,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.1503,2.3649,"0, -0.3125, 0.2","0.3, 0, 0.5",4.2018,4.063,8.2648,2.0498,-4.1547,0.306,0.404,260.42,3.1845,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0331,2181,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,2.8425,2.0583,"-0.0833, 0, 0.375","0.5, 0.5, 0.5",4.564,11.4376,16.0017,2.1364,-4.1436,0.317,0.4151,259.87,3.1913,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0332,2182,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.1363,2.317,"0.5, 0.0556, 0.5","0.4167, 0, 0.375",4.3675,8.3421,12.7096,2.0899,-4.1485,0.3122,0.4102,255.02,3.252,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0333,2183,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.0354,2.2586,"0.5, 0.1667, 0.1667","0, 0.0556, 0.5",4.3489,9.6976,14.0465,2.0854,-4.1511,0.3096,0.4076,256.79,3.2296,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0334,2184,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,2.2387,1.4809,"0, -0.4375, 0.4444","0, 0.5, 0",4.4137,5.1428,9.5565,2.1009,-4.1396,0.321,0.4191,263.15,3.1515,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0335,2185,"B.Saparov et al., Chem. Rev. 116, 4558 (2016)",Ethylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2NH3,5,15,C H N  Ge I,2 8 1  1 3,3.3347,2.5147,"-0.125, -0.2222, 0.25","0.125, 0, 0.25",4.1662,3.9196,8.0858,2.0411,-4.1395,0.3212,0.4192,262.22,3.1627,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0336,2186,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,2.6315,1.8906,"0.5, 0.5, 0","0.5, 0.5, 0.5",3.9293,2.7556,6.6849,1.9823,-4.306,0.2029,0.2846,294.66,2.8935,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0337,2187,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,2.5214,1.8108,"0.5, 0.5, 0","0.5, 0.5, 0.5",4.0313,2.7582,6.7895,2.0078,-4.3092,0.1998,0.2815,294.7,2.8932,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0338,2188,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,2.4705,1.7705,"0.5, 0.5, 0","0.5, 0.5, 0.5",4.0667,2.9977,7.0645,2.0166,-4.3094,0.1995,0.2813,295.68,2.8836,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0339,2189,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,2.4124,1.6555,"0.5, 0.5, 0.2105","0.5, 0.5, 0.5",4.3102,3.6328,7.9429,2.0761,-4.3095,0.1994,0.2811,282.27,3.0206,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0340,2190,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,2.4983,1.7596,"0.5, 0.5, 0.5","0.5, 0.5, 0.5",4.1371,2.5872,6.7243,2.034,-4.3094,0.1995,0.2813,285.87,2.9825,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0341,2191,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,2.5748,1.8304,"0.5, 0.5, 0.2368","0.5, 0.5, 0.3947",4.3688,4.066,8.4348,2.0902,-4.3087,0.2002,0.2819,277.88,3.0683,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0342,2192,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,3.3188,2.507,"0.2, 0.2222, 0.2","0.4, 0, 0.4",3.9838,3.425,7.4088,1.996,-4.3051,0.2038,0.2855,284.79,2.9938,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0343,2193,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,3.4475,2.6121,"-0.2, -0.2222, 0.4167","-0.1, -0.1667, 0.1667",3.7424,4.7807,8.5231,1.9345,-4.3014,0.2076,0.2893,292.39,2.916,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0344,2194,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,3.4019,2.576,"0.125, 0.2222, 0.4","0, 0.1842, 0",3.6268,2.7473,6.3741,1.9044,-4.2982,0.2107,0.2925,302.73,2.8164,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
0345,2195,"S.Kataoka et al., J. Am. Chem. Soc. 137, 4158 (2015)",Propylammonium Germanium Iodide,Hybrid organic-inorganic perovskite ( MC_ino ),Bulk crystalline materials ( GC_cry ),CH3CH2CH2NH3,5,18,C H N  Ge I,3 10 1  1 3,3.4085,2.525,"0.1, -0.375, 0.0714","0.1842, 0.1842, 0.1842",3.799,2.0582,5.8572,1.9491,-4.3024,0.2066,0.2883,287.49,2.9657,VASP,PAW,"ENCUT=400eV, k-spacing_relax=0.20/Angstrom, k-spacing_bandgap=0.15/Angstrom","C.Kim, T.D.Huan, S.Krishnan, R. Ramprasad"
